run_num,model name,num epochs,epoch stop,batch size,learning rate,weight_decay,beta1,beta2,min lr,kernel size,max ch,norm ref,norm lambda,n heads,drop prob,n trans layers,attention type,loss_func,loss,loss_val,dice,loss SD,loss_val SD,dice SD,Avg Error,Avg FA rate,Avg MD rate,run time,eval run time
14,AttU_Net,120,120,32,1.6026676923294157e-05,0.0004194007240272,0.9174595599549336,0.9985673479442804,4.81602333024522e-10,11,128,0.01,0,4,0.1,1,Mult,TverskyLoss(),0.2569983899593353,0.2578577399253845,0.8801233768463135,0.0126876269010817,0.0121021447305703,0.0442423043331423,1.0,1.0,1.0,1950.204429149628,-1.0
15,AttU_Net,120,120,32,0.0010954984078813,6.029625384289474e-07,0.9796106023523296,0.9744527917385534,4.753961259846523e-09,11,128,0.01,0,4,0.1,1,Mult,TverskyLoss(),0.0733253359794616,0.0731873661279678,0.9268778562545776,0.0121596804242105,0.011121808259931,0.0067979349230443,1.0,1.0,1.0,1966.008932113648,-1.0
16,AttU_Net,120,120,32,1.3533687709610893e-05,0.0070382222152227,0.9153810650987826,0.9767334080823162,6.18506929726348e-10,11,128,0.01,0,4,0.1,1,Mult,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.5692754983901978,0.5681682825088501,0.9272170066833496,0.0201351686038904,0.0192919090329451,0.0460522145295906,1.0,1.0,1.0,1943.10871219635,-1.0
17,AttU_Net,120,120,32,0.0007421479767909,6.107619185335078e-06,0.8662565923136201,0.9933939355054447,8.80408420453877e-08,11,128,0.01,0,4,0.1,1,Mult,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.0443125963211059,0.0423443019390106,0.9822993278503418,0.0470151470129673,0.0411799648466737,0.0155008526294291,0.0165340724930313,0.0421222664015904,0.0574055666003976,1923.348234176636,69.8201253414154
18,AttU_Net,120,120,64,0.0004954343065222,2.545843809806044e-07,0.7409090601411128,0.999807206785975,1.0521481975496311e-08,11,128,0.01,0,4,0.1,1,Mult,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",0.0010651443153619,0.0009437985136173,0.9736089706420898,0.0102062394493367,0.0123669469633239,0.007670637568993,0.0179035600661128,0.0344806163021868,0.0708871769383697,1462.5387678146362,57.7206289768219
19,AttU_Net,120,120,32,0.0004227234316435,0.0008649975677227,0.9746046887678036,0.9699650061128045,4.243079852714065e-09,11,128,0.01,0,4,0.1,1,Mult,DiceLoss(),0.0774586647748947,0.0768110454082489,0.9234110116958618,0.0113488365464567,0.0153867461493431,0.0071578487989442,1.0,1.0,1.0,1943.352216243744,-1.0
20,AttU_Net,120,120,32,0.000165380610679,1.6497224223404325e-08,0.4716797268375036,0.998066435219751,6.087026670535594e-08,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0388107933104038,0.035335287451744,0.988127827644348,0.0541969643716369,0.0722165873190397,0.0181701131063602,0.0169644395525192,0.0510064612326043,0.0654821073558648,1838.3878931999209,69.81169271469116
21,AttU_Net,120,120,32,0.0001831861056925,2.4937313510579523e-08,0.2887124305770936,0.9982781569984036,5.091424417315079e-08,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0477447733283042,0.0438924171030521,0.9858096837997437,0.0600116762806505,0.0784296584596566,0.0150939765783595,0.0173761700199205,0.0509443339960238,0.0616302186878727,1732.7214105129242,71.16899585723877
22,AttU_Net,120,120,32,0.0001837809554858,3.74738547558973e-08,0.3505948874199106,0.9982923705685812,2.5032222033301408e-08,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0323860421776771,0.0294340644031763,0.99030601978302,0.048090767612035,0.0635803838501185,0.0101511570835771,0.0188133372306936,0.0501366799204771,0.0644880715705765,1822.393049955368,104.19989895820618
23,AttU_Net,120,120,32,0.0001746260789416,2.989826889143661e-08,0.2606291570162478,0.9994256955437136,2.042363945383468e-08,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0447769612073898,0.0418942496180534,0.9862459897994996,0.0592961356457794,0.0741696456595692,0.0139853752580015,0.0180179581140253,0.05168986083499,0.0623757455268389,1732.300888299942,65.47709226608276
24,AttU_Net,120,120,32,0.000210393460955,1.2506004102967756e-08,0.5311977525942267,0.9982857397169802,1.4869810674347852e-07,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0429732054471969,0.0395082533359527,0.9871252179145812,0.0597127924298601,0.0772099246020916,0.0142684990602664,0.0155137908359317,0.0489562624254473,0.0648608349900596,1550.9530148506165,77.00828266143799
25,AttU_Net,120,120,32,0.002717526635369,5.3747202001156944e-08,0.5189856460888915,0.9994145387395842,3.2658986207162286e-08,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0577942468225955,0.0546334832906723,0.9813395738601683,0.0409209608418952,0.0352585363820108,0.0133607333312618,0.0164736984382281,0.0388916500994035,0.0585859840954274,1609.0955622196198,99.26597952842712
26,AttU_Net,120,120,32,0.0002504589790649,1.0087385486167676e-08,0.648665023575792,0.9990840631247948,1.6546347506531522e-08,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0393731817603111,0.036992609500885,0.9880056381225586,0.0641143903726262,0.0728845928968244,0.0126776906861725,0.0167612007007628,0.0506958250497017,0.0602634194831013,1868.10679769516,75.75792837142944
27,AttU_Net,120,120,32,4.042314541684818e-05,9.965044015906697e-08,0.2623099666365431,0.9970072750205288,1.0125347074803026e-11,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.1335898041725158,0.129338800907135,0.9590659141540528,0.0183062959535782,0.0299840957163443,0.0121911931212454,0.0185170674645719,0.0373384691848906,0.077286282306163,1881.1405835151672,150.80353617668152
28,AttU_Net,120,120,32,0.0001039972697055,1.0750441509479633e-08,0.9551541367002744,0.9996477298434718,8.325518646312271e-08,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0631412118673324,0.0589735433459281,0.9822028875350952,0.051198053621922,0.0478975008227245,0.00936422026238,0.0188933630312935,0.0453528827037773,0.0657927435387673,1918.776731014252,114.94936418533324
29,AttU_Net,120,120,32,0.0001122343970809,8.502738725928652e-06,0.4624472199541096,0.9974471656479292,2.960433834175585e-07,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0479951985180377,0.0442954525351524,0.9855413436889648,0.0447948562210565,0.0629672410396156,0.0132463352733503,0.0183700117828786,0.0509443339960238,0.0625,1821.2594499588013,77.6579704284668
30,AttU_Net,120,120,32,6.629558283338517e-05,4.558951738237474e-07,0.6826967145816184,0.9998925855345124,9.587255589211814e-08,11,128,0.01,0,4,0.1,1,Mult,IoULoss(),0.1404844522476196,0.1392246037721634,0.9265072345733644,0.0279255609430491,0.0294828326004119,0.0252106098514149,1.0,1.0,1.0,1561.5071864128113,-1.0
31,AttU_Net,120,120,32,0.0002929822155996,8.121091035213018e-08,0.3940302954206034,0.9881273836114756,8.360709621596041e-09,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0373470745980739,0.0346062779426574,0.9886420965194702,0.0603088907124023,0.0712809273593019,0.0165773980513175,0.0162554603683598,0.0500745526838966,0.0615059642147117,1524.4944519996643,66.04998111724854
32,AttU_Net,120,120,32,0.0003010565042515,2.0841640228574223e-05,0.8241583803008421,0.985880929582503,1.4874425794222948e-10,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0325207412242889,0.0297335423529148,0.9903069138526917,0.0635578195798689,0.0835961062323764,0.0186573780610463,0.0176651163643081,0.0485834990059642,0.0608846918489065,1470.602437019348,68.03155159950256
33,AttU_Net,120,120,32,0.0039115572463303,1.801452430646744e-05,0.8289855344301892,0.9200700302907716,9.809795471046324e-11,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.1203763261437416,0.1169139742851257,0.9592397212982178,0.0377541287038079,0.0657319687761869,0.0193594279068285,0.0162640434257942,0.0433026838966202,0.0554796222664015,1529.1145238876345,59.77984595298767
34,AttU_Net,120,120,32,0.0008466643910947,0.000284681760443,0.9638005105135844,0.9856544584038256,1.710365508238745e-11,11,128,0.01,0,4,0.1,1,Mult,DiceLoss(),0.074096068739891,0.0733758360147476,0.9272693395614624,0.0113031674192834,0.0156855187789858,0.0103189635844224,1.0,1.0,1.0,1506.547952890396,-1.0
35,AttU_Net,120,120,32,5.278586367044777e-05,0.0626072525201797,0.6281241737058096,0.9841433904400922,1.6003265348203626e-10,11,128,0.01,0,4,0.1,1,Mult,IoULoss(),0.3044701218605041,0.3012995719909668,0.8865125775337219,0.0209312761050457,0.0484289106977708,0.0449018334189097,1.0,1.0,1.0,1497.6211926937103,-1.0
36,AttU_Net,120,120,64,8.245570240989415e-05,2.0795431778840538e-06,0.831591454436374,0.9928620277125284,1.561663396022087e-09,11,128,0.01,0,4,0.1,1,Mult,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",0.0010814843699336,0.0009144536452367,0.967354655265808,0.0113006752419375,0.0095526867367265,0.0077302912696407,0.0179122176862154,0.0362201789264413,0.0720675944333996,993.8092002868652,83.20166301727295
37,AttU_Net,120,120,32,0.0003545889144146,0.0001575557899711,0.9458049572224444,0.9954008413647196,2.3424808450889342e-11,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0615409761667251,0.0589755401015281,0.9808560609817504,0.0639756718652341,0.0712970532947165,0.0094413987358757,0.0155638171818092,0.0469060636182902,0.0624378727634194,1582.3839752674105,53.56867003440857
38,AttU_Net,120,120,64,0.0050564690062842,0.0306228788940397,0.7854213977982343,0.99324249066679,5.3304320846292245e-11,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.3504613041877746,0.3451479077339172,0.8957124948501587,0.0657034252231954,10.0,0.2077398867037782,1.0,1.0,1.0,994.388659477234,-1.0
39,AttU_Net,120,120,32,0.0001268558648632,2.103717689336221e-05,0.8866238751879559,0.9366568155352812,3.6270771472218636e-10,11,128,0.01,0,4,0.1,1,Mult,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",0.0001438541657989,0.0001044141536112,0.985604166984558,0.0073679434153321,0.0099470298917011,0.0112537891160297,0.0163473203957344,0.0453528827037773,0.0671595427435387,1558.2288346290588,50.4443998336792
40,AttU_Net,120,120,64,0.0016572004708341,3.106056412868513e-06,0.7056913146474663,0.9986934145438368,2.0245096283541006e-10,11,128,0.01,0,4,0.1,1,Mult,DiceLoss(),0.0746533796191215,0.0745563060045242,0.9254846572875975,0.013979261404592,0.0168740793736843,0.0184865660556401,1.0,1.0,1.0,1013.767661333084,-1.0
41,AttU_Net,120,120,32,2.700757243282507e-05,6.076793589254171e-07,0.8153557596168234,0.995999176600108,2.340366664769381e-09,11,128,0.01,0,4,0.1,1,Mult,TverskyLoss(),0.1430084705352783,0.1442517638206482,0.921165645122528,0.0223827488164424,0.0221700431783623,0.0727658893860029,1.0,1.0,1.0,1461.884446144104,-1.0
42,AttU_Net,120,120,64,0.0006527695847823,0.0027217632608246,0.6011109446543943,0.9011478973492684,7.67598431605813e-10,11,128,0.01,0,4,0.1,1,Mult,IoULoss(),0.1376050561666488,0.1369931995868683,0.9232555627822876,0.0168222824136752,0.0289844043335446,0.0126958343427201,1.0,1.0,1.0,1109.6012456417084,-1.0
43,AttU_Net,120,120,32,0.0010580707264618,9.483788326703907e-06,0.9066705550815378,0.980550893385316,1.1279854028033423e-09,11,128,0.01,0,4,0.1,1,Mult,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.0563324838876724,0.0546505525708198,0.97678405046463,0.0517384075925427,0.0248013221933223,0.0092652238823571,0.0168827271912982,0.0384567594433399,0.0579647117296222,1843.5517237186432,61.257739782333374
44,AttU_Net,120,120,32,0.0003428255505043,0.0001740521574356,0.9365179054491204,0.999595720716167,3.264349169706889e-11,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0452947989106178,0.0430391803383827,0.9863200187683104,0.071865749240854,0.0822118207543229,0.0082713072424634,0.0164020226824299,0.0436754473161033,0.0631833996023856,1724.1906025409698,49.215816497802734
45,AttU_Net,120,120,64,0.0085203886682762,1.559373142637118e-06,0.9882886835632868,0.9908812638958514,7.473657410030009e-11,11,128,0.01,0,4,0.1,1,Mult,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",0.0043836417607963,0.0042177671566605,0.9333212971687316,0.0059583075406338,0.0088296070408769,0.0214579667159729,1.0,1.0,1.0,1007.6030266284944,-1.0
46,AttU_Net,120,120,32,3.876236453803259e-05,1.802105945986841e-07,0.9683931181552704,0.9991518939544962,4.201484892762009e-07,11,128,0.01,0,4,0.1,1,Mult,TverskyLoss(),0.112814649939537,0.1126683503389358,0.8839778900146484,0.0119659333280576,0.012584861927588,0.035854236394854,1.0,1.0,1.0,1580.3796877861023,-1.0
47,AttU_Net,120,120,32,7.844779970565454e-05,5.1628749255148174e-05,0.3706416225547749,0.9991266534474812,6.509905849457934e-09,11,128,0.01,0,4,0.1,1,Mult,DiceLoss(),0.0551883764564991,0.0548863857984542,0.9454634189605712,0.0128022208252733,0.0200395239946625,0.0452724679304547,1.0,1.0,1.0,1799.9697275161743,-1.0
48,AttU_Net,120,120,64,0.0001384505257083,0.0009268008306693,0.7467304872253518,0.9527494537223284,2.814265831347553e-10,11,128,0.01,0,4,0.1,1,Mult,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.035226434469223,0.0328080952167511,0.9879640340805054,0.0215503741027426,0.0407350379107044,0.0538575634326185,0.0182095394965116,0.049639662027833,0.0646123260437375,1186.585637331009,85.6127302646637
49,AttU_Net,120,120,32,0.0025982106767903,0.0043341123073912,0.8868955627620781,0.9637757511946058,9.50010172423212e-07,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.248025044798851,0.2420151531696319,0.9162478446960448,0.0205781512626108,0.0780154477572277,0.0237549080199997,1.0,1.0,1.0,1646.953589439392,-1.0
50,AttU_Net,120,120,32,5.582199617542495e-05,0.0208687564980548,0.9301017096748736,0.9966112214324312,1.1584880504172865e-11,11,128,0.01,0,4,0.1,1,Mult,IoULoss(),0.1655192971229553,0.1632965803146362,0.9313714504241944,0.0336402207231555,0.0375325264871874,0.0790395407731103,1.0,1.0,1.0,1581.0606610774994,-1.0
51,AttU_Net,120,120,64,0.0002467935695071,9.391585039435929e-05,0.8598802849537828,0.9987883422724622,1.5592800202881237e-08,11,128,0.01,0,4,0.1,1,Mult,TverskyLoss(),0.053113043308258,0.052821435034275,0.947587251663208,0.0121383431983834,0.0209589328957105,0.0073978889162889,1.0,1.0,1.0,1020.5683374404908,-1.0
52,AttU_Net,120,120,32,0.0005043729306709,3.4293762447232715e-05,0.9488662775474488,0.9974912835026932,9.60090655849817e-10,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0556707009673118,0.0531455129384994,0.9824182987213136,0.0673941659127124,0.0579143582652702,0.0103813194114867,0.0155819745442073,0.0513170974155069,0.0595178926441351,1451.0695350170135,64.02552938461304
53,AttU_Net,120,120,32,2.567478636461764e-05,9.88701980629505e-07,0.7098189525021318,0.9943815378003616,2.12601712707122e-09,11,128,0.01,0,4,0.1,1,Mult,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",0.0083134667947888,0.0078226756304502,0.9305540323257446,0.0195525882911493,0.0061407127621578,0.0109651581370183,1.0,1.0,1.0,1618.3322355747223,-1.0
54,AttU_Net,120,120,32,0.0009223852099023,3.479027864260145e-07,0.5515272359346418,0.999698567245108,2.7812552554445147e-08,11,128,0.01,0,4,0.1,1,Mult,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.0586852356791496,0.0566531457006931,0.9756988286972046,0.0436173538915711,0.0389148607970326,0.0136388073188606,0.0170180508876794,0.0363444333996023,0.0570328031809145,1797.5788609981537,52.88793468475342
55,AttU_Net,120,120,64,1.1418079163086154e-05,4.038995707383672e-06,0.9853683048667242,0.999886688521834,4.082344671263459e-09,11,128,0.01,0,4,0.1,1,Mult,DiceLoss(),0.6650691032409668,0.6621534824371338,0.711260199546814,0.0046043716116524,0.0050813552027028,0.1114832115187054,1.0,1.0,1.0,1161.0170555114746,-1.0
56,AttU_Net,120,120,32,0.0013064500153851,0.0004337279677209,0.7997171255843636,0.9896084030522178,1.4661849148761376e-07,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.1512549817562103,0.1468923091888427,0.9491685628890992,0.0370631572585254,0.0440917825691754,0.0163413990205061,1.0,1.0,1.0,1796.1510517597198,-1.0
57,AttU_Net,120,120,32,1.8938315148878203e-05,3.579992235368988e-08,0.9217073912193264,0.9765714729845556,5.70570248024672e-10,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.3901901543140411,0.3908627927303314,0.9214546084403992,0.0293039529304327,0.0246296778101099,0.084486412542975,1.0,1.0,1.0,1784.1242752075195,-1.0
58,AttU_Net,120,120,32,0.0006667394990136,1.514562509788824e-05,0.8408684882808051,0.9995443680697028,1.0174375910898888e-08,11,128,0.01,0,4,0.1,1,Mult,TverskyLoss(),0.0606197118759155,0.0604683421552181,0.9396260976791382,0.0125717901968262,0.0162286412274022,0.0150387033167488,1.0,1.0,1.0,1774.785098552704,-1.0
59,AttU_Net,120,120,32,3.410512053345436e-05,0.0107621088347699,0.7586691153232729,0.9976878316644764,1.6713531083749426e-10,11,128,0.01,0,4,0.1,1,Mult,IoULoss(),0.2059727907180786,0.2050520181655883,0.8866467475891113,0.0265650757329154,0.0393210451522469,0.0463029832729878,1.0,1.0,1.0,1754.525622844696,-1.0
60,AttU_Net,120,120,64,9.724746330903193e-05,0.0989666126084111,0.9017245714126444,0.9998444677649484,1.466480813054745e-09,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.4292846322059631,0.4274385869503021,0.9408175349235536,0.0309433191902786,0.0770098498884471,0.0317838539622592,1.0,1.0,1.0,1172.0114471912384,-1.0
61,AttU_Net,120,120,32,0.0004162743640504,2.1709133257893063e-08,0.3791562141961487,0.9915719429610113,4.289992878578889e-11,11,128,0.01,0,4,0.1,1,Mult,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.0353488512337207,0.033616866916418,0.9860330820083618,0.0450056839453352,0.0534087359816566,0.0134513477642014,0.0166936743303936,0.0470303180914512,0.0597664015904572,1807.3210492134087,66.37452530860901
62,AttU_Net,120,120,32,0.0002195304113349,9.569479909226748e-07,0.6633528540175909,0.9714240677353274,4.1305646131506277e-10,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0418159067630767,0.0384739302098751,0.9874795079231262,0.055387677745023,0.0829985562748428,0.0185560118811821,0.0171587743708617,0.0438618290258449,0.0646744532803181,1782.3264935016632,109.2951078414917
63,AttU_Net,120,120,32,0.0001409080315209,1.142475000610334e-07,0.9771050290254902,0.9831601522950504,6.161385449153535e-07,11,128,0.01,0,4,0.1,1,Mult,DiceLoss(),0.0558679848909378,0.0556410700082778,0.9444544315338136,0.0117989560674642,0.0122895260071564,0.0433592281982409,1.0,1.0,1.0,1801.2269139289856,-1.0
64,AttU_Net,120,120,32,0.0017198429905109,6.419131641873373e-06,0.9626967130335148,0.9992922645003224,5.81386477988293e-09,11,128,0.01,0,4,0.1,1,Mult,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",0.0011096907546743,0.0010257551912218,0.9625879526138306,0.0044682058467824,0.0045090950538658,0.0109625960714921,0.0146575474619965,0.0421222664015904,0.0581510934393638,1858.5728623867035,45.499489545822144
65,AttU_Net,120,120,32,0.0002870638461799,6.407551481120628e-08,0.4440570734865496,0.986162548483722,2.1637212062205003e-08,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0395092666149139,0.0362765118479728,0.9875978231430054,0.0596493050495686,0.0844548723784893,0.0227127424209075,0.0167397903180204,0.0521247514910536,0.0615059642147117,1846.686197757721,95.16116285324097
66,AttU_Net,120,120,32,0.0002910500901275,5.3688862998867336e-08,0.3551923913974948,0.987995900657736,4.5084668393963696e-08,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0428135730326175,0.0400665178894996,0.986565887928009,0.0589853814896558,0.09292561736785,0.020106037479151,0.0157696910160034,0.0441724652087475,0.0629348906560636,1863.391955375672,77.29906725883484
67,AttU_Net,120,120,32,0.0001759381905669,2.050770023984158e-07,0.59401084101201,0.9943500234610592,7.807181787368706e-09,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0473028123378753,0.0450742319226264,0.985009789466858,0.0539638551527141,0.073088751326393,0.0147216242200903,0.0167398631541714,0.05168986083499,0.060946819085487,1943.6360647678373,117.50745010375977
68,AttU_Net,120,120,32,5.983126861319165e-05,1.0420481796648318e-07,0.5146158811461188,0.9412501811563332,3.738854944575372e-09,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0861907303333282,0.0814870446920394,0.9743789434432985,0.0282079615204204,0.0890204570340371,0.0280729068222635,0.0184751893289466,0.0492668986083499,0.0724403578528827,1979.5844275951383,147.80970096588135
69,AttU_Net,120,120,32,0.0004116870581406,1.434912743034766e-08,0.2930698912348742,0.9966125767617936,1.1896565823553417e-08,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0479487851262092,0.044696070253849,0.98510479927063,0.0631083650078214,0.0753571853073396,0.0176518806422867,0.0170719177042413,0.0456013916500994,0.060822564612326,2026.9678583145144,65.01121282577515
70,AttU_Net,120,120,32,8.979601457287954e-05,2.359965719310756e-06,0.7103016608093615,0.9792961355280508,1.3060043916126265e-07,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0547399818897247,0.0511426553130149,0.9830986261367798,0.0349525995098852,0.0766174980375451,0.0209442698366213,0.0158392111115738,0.0528081510934393,0.0695825049701789,1878.1719756126404,143.87808394432068
71,AttU_Net,120,120,32,0.000501946283389,6.400566270698258e-07,0.4423409696892766,0.9989401950851764,2.530660544552694e-07,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0461804457008838,0.0429307930171489,0.9858022928237916,0.0671269156064086,0.0567707575534365,0.0143855563698926,0.018023013259104,0.0448558648111332,0.0605740556660039,2081.986848115921,92.6087965965271
