run_num,model name,num epochs,epoch stop,batch size,learning rate,weight_decay,beta1,beta2,min lr,kernel size,max ch,norm ref,norm lambda,n heads,drop prob,n trans layers,attention type,loss_func,loss,loss_val,dice,loss SD,loss_val SD,dice SD,Avg Error,Avg FA rate,Avg MD rate,run time,eval run time
68,TransU_Net,120,120,64,0.000238917,0.0001587,0.677934903,0.998595177,9.40E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.038549967,0.035211649,0.988801718,0.050976441,0.060859177,0.011746907,0.016638143,0.045601392,0.066041252,4209.633943,74.87519264
69,TransU_Net,120,120,64,9.80E-05,0.000109316,0.61994617,0.998743734,2.52E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.085352585,0.08122921,0.978681266,0.040864998,0.037867634,0.025632933,0.017406919,0.034977634,0.075173956,4196.774111,87.8264215
70,TransU_Net,120,120,64,7.21E-05,0.047615597,0.744862324,0.994802483,3.65E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.214555562,0.211995214,0.974507689,0.024980146,0.069792705,0.029108713,0.017149688,0.039202286,0.065109344,4193.353685,39.2793529
71,TransU_Net,120,120,64,0.000255869,0.000156813,0.830278603,0.997927967,8.72E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.037295379,0.033340193,0.989207745,0.05805249,0.076188425,0.016174582,0.017150036,0.044917992,0.066476143,4190.364645,67.64461493
74,TransU_Net,120,120,64,0.000424917,0.000448094,0.895151983,0.996697203,3.22E-10,11,128,0.01,0,4,0.2,1,Add,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.053802524,0.051064689,0.979167759,0.041479734,0.056065404,0.015489901,0.016054221,0.043116302,0.062872763,4205.208949,40.56527925
75,TransU_Net,120,120,64,5.22E-05,0.001909104,0.933244667,0.999278774,1.45E-09,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.205434874,0.19769311,0.962319076,0.02426143,0.018336577,0.032871923,0.018484083,0.029572565,0.078156064,4207.917835,146.4453757
76,TransU_Net,120,120,64,0.001954725,0.000124482,0.947084108,0.998373471,6.00E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.13269034,0.131422997,0.953807294,0.047256138,0.073732069,0.02598097,0.014195456,0.026217694,0.066227634,4194.889783,24.47709107
78,TransU_Net,120,120,64,0.00015742,0.00122338,0.796236436,0.994327727,1.23E-11,11,128,0.01,0,4,0.2,1,Add,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",0.001678832,0.00144995,0.980466008,0.00714928,0.043131743,10,0.017867805,0.040569085,0.068029324,4185.48811,55.9029026
82,TransU_Net,120,120,64,0.00010577,0.00019763,0.819009216,0.990990673,6.20E-08,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.057484869,0.054372702,0.982859135,0.02448956,0.057677729,0.020082038,0.019425023,0.073123757,0.060574056,4193.871261,92.5576539
84,TransU_Net,120,120,64,8.33E-05,9.79E-06,0.696991732,0.997656156,1.75E-08,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.087394074,0.088937484,0.972077608,0.022452452,0.035008149,0.017105505,0.018421879,0.060946819,0.0618166,4210.39864,105.6615047
86,TransU_Net,120,120,64,0.001121096,0.000451562,0.64356011,0.998054595,1.11E-09,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.121004075,0.119035982,0.959300518,0.054141564,0.11227993,0.027816973,0.014737399,0.029137674,0.061568091,4182.749574,40.01093507
89,TransU_Net,120,120,64,0.000139634,9.08E-05,0.877025829,0.985052939,9.57E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.061192602,0.058263078,0.981125355,0.043145733,0.059729757,0.02107201,0.019405579,0.052249006,0.057032803,4181.972961,60.86577559
98,TransU_Net,120,120,64,0.000343355,8.22E-05,0.81059767,0.935425312,2.20E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.034728087,0.030917607,0.989704251,0.060924445,0.072675323,0.01348516,0.0175815,0.053864314,0.060263419,4150.442986,59.5834887
100,TransU_Net,120,120,64,0.001019963,7.91E-05,0.954619309,0.99848959,4.01E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.080608487,0.081351899,0.972253084,0.061741195,0.069413988,0.020959993,0.014690675,0.033797217,0.065233598,4125.171541,42.84410477
102,TransU_Net,120,120,64,0.000270065,6.09E-06,0.812242652,0.981047404,5.31E-10,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.046087515,0.042165559,0.985908747,0.0521034,0.070098287,0.01564039,0.018349517,0.052497515,0.061319583,4068.85501,66.85406399
103,TransU_Net,120,120,64,0.000345379,3.72E-05,0.972441752,0.938799504,8.67E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.086958885,0.084085554,0.97159791,0.055584824,0.065168878,0.011609659,0.016067993,0.05013668,0.058399602,4150.495161,69.26010418
106,TransU_Net,120,120,64,0.0001165,2.23E-08,0.69574474,0.999640174,5.85E-11,11,128,0.01,0,4,0.2,1,Add,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",0.004490091,0.003779887,0.965140462,0.016489124,0.008286904,0.011094474,0.01687054,0.033238072,0.078528827,4157.8395,119.5511978
107,TransU_Net,120,120,64,0.00049068,0.000549835,0.662242636,0.990391038,8.11E-10,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.082677275,0.079266235,0.974646568,0.05692572,0.067036064,0.015714595,0.01606556,0.038518887,0.063680417,4154.659007,57.54937029
108,TransU_Net,120,120,64,0.000774067,0.000890097,0.889744765,0.999759823,2.98E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.081411809,0.080099888,0.974965215,0.060661866,0.04381559,0.008005522,0.016155402,0.035785288,0.060574056,4144.885273,37.3007381
110,TransU_Net,120,120,64,0.000383987,0.000304734,0.847872727,0.993780531,4.82E-11,11,128,0.01,0,4,0.2,1,Add,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.043344177,0.040705547,0.983668327,0.043574036,0.058459295,0.013257074,0.016443591,0.043364811,0.060014911,4154.978492,61.71568513
112,TransU_Net,120,120,64,0.004095365,9.80E-07,0.980518395,0.992472512,1.54E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.109012961,0.106748775,0.961851716,0.049454147,0.045473109,0.016149529,0.014304396,0.030504473,0.061443837,4160.475724,49.54269242
115,TransU_Net,120,120,64,0.002754115,1.25E-05,0.903496633,0.963800332,1.02E-11,11,128,0.01,0,4,0.2,1,Add,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",0.002047422,0.001906276,0.952021003,0.003831069,0.005832513,0.021842084,0.014035211,0.030628728,0.0631834,4146.71761,32.61984801
116,TransU_Net,120,120,64,5.75E-05,0.000136211,0.931092404,0.999809576,1.90E-10,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.186045527,0.181407094,0.958719492,0.030205497,0.023831425,0.018917809,0.017595089,0.025037276,0.079833499,4149.086829,70.58084297
117,TransU_Net,120,120,64,0.000909133,4.87E-06,0.96152631,0.999087248,1.56E-09,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.077799007,0.074020199,0.974965334,0.06142654,0.056762223,0.014532688,0.015445475,0.041998012,0.056038767,4174.367649,57.3138628
119,TransU_Net,120,120,64,0.000276667,0.001931669,0.968286646,0.998174021,7.99E-11,11,128,0.01,0,4,0.2,1,Add,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.086811095,0.084808826,0.964261651,0.041134684,0.045231588,0.014568168,0.017391785,0.036592942,0.064798708,4161.650239,35.28626084
121,TransU_Net,120,120,64,0.002207906,1.64E-05,0.804899524,0.996910123,4.71E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.089475565,0.088961273,0.969597578,0.061915976,0.029215873,0.009441323,0.01618476,0.0319334,0.059083002,4338.54827,59.17022538
125,TransU_Net,120,120,64,0.000138111,5.43E-05,0.749234987,0.995016027,1.31E-10,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.055380225,0.055097084,0.98163116,0.033246751,0.080216347,0.022898457,0.018247143,0.082318588,0.056722167,4142.634493,98.16976762
126,TransU_Net,120,120,64,0.000212646,0.000246404,0.514176983,0.999853379,6.67E-10,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.052567929,0.048664097,0.986899972,0.062785533,0.060748294,0.014332673,0.016413658,0.047278827,0.067035288,4152.920768,73.31616616
130,TransU_Net,120,120,64,0.000453599,3.49E-06,0.837114645,0.999493315,3.76E-10,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.039116565,0.0359037,0.988101721,0.055423098,0.086497554,0.052138044,0.015471948,0.046968191,0.066973161,4131.284225,49.83251762
137,TransU_Net,120,120,64,0.000167455,2.44E-06,0.685473912,0.993984242,8.54E-06,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.053667955,0.051150002,0.982407749,0.042752126,0.087513917,0.024303445,0.016703295,0.067159543,0.062437873,4158.450806,79.1456604
143,TransU_Net,120,120,64,0.000305343,0.000338667,0.500784633,0.998286431,5.66E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.050318699,0.046256248,0.985161662,0.066613548,0.083290632,0.019779981,0.018189302,0.046781809,0.060884692,4162.502683,73.19793916
144,TransU_Net,120,120,64,0.000257402,6.55E-06,0.917891785,0.998707531,1.95E-09,11,128,0.01,0,4,0.2,1,Add,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",0.000410735,0.000314469,0.979516983,0.010128702,0.007734162,0.011652081,0.016344172,0.048583499,0.065295726,4153.004511,45.59013271
145,TransU_Net,120,120,64,0.000209779,0.016378035,0.737331983,0.996693929,6.83E-08,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.154944018,0.151164964,0.961890161,0.051314849,0.459249586,0.065032615,0.016053874,0.036779324,0.063928926,4143.915231,28.03202415
146,TransU_Net,120,120,64,0.000130946,0.004942154,0.815602561,0.99756132,2.65E-07,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.064009577,0.059886765,0.98686862,0.051740924,0.063596347,0.018974246,0.01693734,0.040755467,0.068588469,4146.344862,57.11558938
147,TransU_Net,120,120,64,7.98E-05,0.003364832,0.850455937,0.996081111,3.57E-08,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.066147089,0.061038449,0.985190988,0.023956301,0.048462536,0.024913089,0.018661247,0.044855865,0.071011431,4131.000205,64.07968473
148,TransU_Net,120,120,64,6.26E-05,0.00018319,0.702959601,0.999004651,1.11E-07,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.132765353,0.133867621,0.964502513,0.029148372,0.034273605,0.015669263,0.017847952,0.07374503,0.059890656,4129.270726,69.0409584
149,TransU_Net,120,120,64,0.000419386,0.000104861,0.786383356,0.99809967,6.91E-10,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.039535683,0.035882197,0.988479733,0.068143238,0.094939037,0.016938551,0.017397866,0.045663519,0.061133201,4159.279754,67.15435433
150,TransU_Net,120,120,64,0.000418428,0.000111988,0.788164864,0.99811685,2.80E-10,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.034256689,0.031306162,0.990020096,0.066781189,0.081351193,0.015428988,0.017719931,0.04429672,0.064736581,4141.550083,52.12365842
151,TransU_Net,120,120,64,0.000691348,5.70E-05,0.544897317,0.999444642,2.87E-10,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.072319806,0.068021566,0.977794886,0.067245329,0.081319844,0.0225464,0.015361881,0.036903579,0.059393638,4132.504963,54.8162806
152,TransU_Net,120,120,64,0.000587646,1.47E-05,0.864542733,0.99511575,9.31E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.063902527,0.059921108,0.979717016,0.06387424,0.052127585,0.016560393,0.016583852,0.051130716,0.057032803,4134.327185,49.82241416
153,TransU_Net,120,120,64,0.0009898,2.26E-05,0.839834793,0.999592869,1.50E-10,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.063506067,0.060319304,0.980020761,0.067313612,0.071898351,0.015676896,0.01749327,0.040755467,0.057591948,4134.683504,54.09352374
155,TransU_Net,120,120,64,0.00033128,0.000256539,0.752325455,0.998621221,3.47E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.041736424,0.037634023,0.988265991,0.066143863,0.074733153,0.01519353,0.016483692,0.043861829,0.064798708,4128.745284,63.11741662
157,TransU_Net,120,120,64,0.000112657,4.13E-05,0.886020626,0.98984387,2.07E-11,11,128,0.01,0,4,0.2,1,Add,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.061537899,0.062600181,0.973623335,0.021244184,0.027717077,0.013819869,0.018228438,0.050074553,0.0631834,4142.69092,63.19052839
158,TransU_Net,120,120,64,0.000477524,0.000145643,0.728973249,0.999340555,7.36E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.046407022,0.042211071,0.986721098,0.071340364,0.088251093,0.021994808,0.017680019,0.044234592,0.060946819,4143.640706,58.28146434
159,TransU_Net,120,120,64,0.001268134,8.66E-06,0.899498195,0.996583652,2.05E-10,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.060150977,0.056960143,0.981078506,0.065974991,0.033373865,0.006995766,0.01662695,0.043054175,0.05666004,4136.655419,68.18820143
163,TransU_Net,120,120,64,0.0001378,2.91E-05,0.70693225,0.999035161,4.06E-09,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.068143405,0.069639139,0.978549719,0.047791054,0.056353039,0.027442184,0.017209462,0.065482107,0.056100895,4128.815525,78.09271407
167,TransU_Net,120,120,64,0.000539553,4.62E-06,0.857309982,0.999670646,6.25E-11,11,128,0.01,0,4,0.2,1,Add,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.042956047,0.041100286,0.983189821,0.047167838,0.051054757,0.016737085,0.016092922,0.040941849,0.062313618,4144.777818,56.85277247
168,TransU_Net,120,120,64,0.000699199,9.06E-07,0.76496429,0.991731954,1.02E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.053179525,0.048917718,0.983605623,0.062819154,0.056356386,0.015065175,0.017736513,0.04541501,0.057591948,4151.767189,94.11770749
169,TransU_Net,120,120,64,0.002582428,1.60E-06,0.641974771,0.982949557,8.02E-10,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.070147529,0.066889673,0.977414131,0.059143154,0.048478164,0.017740272,0.014749064,0.041190358,0.061505964,4135.933621,53.66421318
173,TransU_Net,120,120,64,0.000239166,0.001501717,0.720855771,0.999431527,1.28E-09,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.046758015,0.04224246,0.988265634,0.066735084,0.091825123,0.025575457,0.016934054,0.042557157,0.06610338,4172.865607,56.79339123
176,TransU_Net,120,120,64,7.61E-05,3.48E-05,0.975722052,0.997739043,2.35E-10,11,128,0.01,0,4,0.2,1,Add,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.09209691,0.090040483,0.96397078,0.015239067,0.015364417,0.012037774,0.016964189,0.04137674,0.071756958,4124.585717,71.52033257
177,TransU_Net,120,120,64,0.000416415,0.009126762,0.845016122,0.999213848,9.64E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.165730119,0.16242367,0.951306701,0.052243621,0.467424284,0.07599148,0.014641006,0.028516402,0.0631834,4179.507814,23.18244028
180,TransU_Net,120,120,64,0.00019696,4.90E-05,0.94212348,0.998590988,1.25E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.058650468,0.054399185,0.982337594,0.052220371,0.060155283,0.01132412,0.017780406,0.055106859,0.062686382,4094.997926,72.33399796
182,TransU_Net,120,120,64,0.000607269,2.88E-06,0.614514579,0.901801978,1.14E-10,11,128,0.01,0,4,0.2,1,Add,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",8.20E-05,6.08E-05,0.985984445,0.003996873,0.018972797,0.022363435,0.016228574,0.044980119,0.061133201,4079.230539,48.3145299
184,TransU_Net,120,120,64,0.002046237,1.52E-05,0.831099804,0.998056151,3.35E-09,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.078505203,0.076064415,0.974192321,0.068932579,0.061035392,0.01652208,0.015856734,0.032554672,0.059766402,3890.264554,38.06127691
186,TransU_Net,120,120,64,6.26E-05,0.000611813,0.862990755,0.985838474,7.92E-11,11,128,0.01,0,4,0.2,1,Add,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.089559078,0.085765332,0.966519773,0.012788233,0.01515477,0.016703198,0.019628348,0.040879722,0.064550199,3689.615026,98.23765373
187,TransU_Net,120,120,64,8.81E-05,9.65E-05,0.877062861,0.99982287,1.71E-09,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.105004668,0.112271778,0.972327054,0.022929215,0.023867511,0.02862328,0.017282018,0.107107356,0.05125497,3692.089259,84.47935438
188,TransU_Net,120,120,64,0.000113139,6.39E-06,0.772427883,0.999871546,1.78E-10,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.108830944,0.106096238,0.970923305,0.037738458,0.048203979,0.023507047,0.017550655,0.069520378,0.065295726,4070.440484,89.3479979
192,TransU_Net,120,120,64,0.000455442,1.98E-06,0.912569375,0.999266116,1.45E-11,11,128,0.01,0,4,0.2,1,Add,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",0.000358788,0.00027884,0.979961276,0.008435692,0.010756002,0.014996781,0.016192909,0.057902584,0.062872763,4221.368886,81.68756175
193,TransU_Net,120,120,64,0.000151442,5.00E-09,0.952282804,0.994624445,1.57E-10,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.07258518,0.070301823,0.976925731,0.043554633,0.051458363,0.016260412,0.016646719,0.052000497,0.064860835,4209.709093,106.7633209
197,TransU_Net,120,120,64,0.000856155,0.000408575,0.88457222,0.999372517,4.67E-11,11,128,0.01,0,4,0.2,1,Add,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.075260147,0.072964944,0.970030546,0.039985827,0.039235159,0.010822241,0.015681905,0.037214215,0.058834493,4217.689375,34.43290973
198,TransU_Net,120,120,64,0.000175232,4.60E-05,0.988238436,0.990723174,3.82E-10,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.100349784,0.096677788,0.967120409,0.04129741,0.048079531,0.024247787,0.017251039,0.056349404,0.063059145,4225.912788,78.59843588
200,TransU_Net,120,120,64,0.000215157,8.75E-06,0.515472933,0.927100843,1.80E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.058278967,0.055965375,0.980969667,0.048083686,0.086645897,0.032067618,0.018208102,0.056597913,0.056473658,4312.381067,90.35452533
203,TransU_Net,120,120,64,0.002336747,7.02E-05,0.597025989,0.997544012,1.02E-11,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.12106736,0.117355436,0.95911479,0.054845735,0.043004993,0.013614654,0.014687823,0.03125,0.059083002,4228.742301,61.30332732
204,TransU_Net,120,120,64,0.000385769,3.53E-08,0.83465169,0.998979379,1.25E-10,11,128,0.01,0,4,0.2,1,Add,CrossEntropyLoss(),0.044826325,0.040840361,0.98651582,0.056003598,0.070184854,0.011906388,0.016167152,0.043116302,0.06610338,4214.799551,62.23559594
