run_num,model name,num epochs,epoch stop,batch size,learning rate,weight_decay,beta1,beta2,min lr,kernel size,max ch,norm ref,norm lambda,n heads,drop prob,n trans layers,attention type,loss_func,loss,loss_val,dice,loss SD,loss_val SD,dice SD,Avg Error,Avg FA rate,Avg MD rate,run time,eval run time
10,U_Net,120,120,64,0.0008817123301354,0.0344535551616068,0.9484882638628872,0.9982263451749408,1.712993923104383e-09,11,128,0.01,0,4,0.1,1,Mult,DiceLoss(),0.2578140199184418,0.2578893303871155,0.7699960470199585,0.0051560699857415,0.2080643435787209,0.2126296283094169,1.0,1.0,1.0,853.3342185020447,-1.0
11,U_Net,120,120,32,0.0064024608991874,1.2973845481856926e-08,0.9879331138578268,0.9878999863839336,1.1654337316709508e-10,11,128,0.01,0,4,0.1,1,Mult,IoULoss(),0.1929982900619506,0.1930610537528991,0.8832346200942993,0.011217161406159,0.0048350493697972,0.0024968190225363,1.0,1.0,1.0,1351.6754250526428,-1.0
12,U_Net,120,120,64,0.0005427934096738,2.231941925776796e-06,0.3912335971651967,0.9992451873532852,1.0425331972351737e-07,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0452262200415134,0.0413108207285404,0.9869283437728882,0.0691750274080134,0.0762075059310702,0.0124034531328459,0.0156526077324721,0.0456013916500994,0.0621893638170974,882.3656632900238,51.3705735206604
13,U_Net,120,120,32,9.62777927133972e-05,0.0141395863216132,0.9353917332892796,0.9660665837053116,5.978227448745678e-08,11,128,0.01,0,4,0.1,1,Mult,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.1093259379267692,0.1057973802089691,0.9693878889083862,0.025372792318218,0.0478823879967153,0.0503119947071382,0.0176071965700854,0.0380218687872763,0.0685263419483101,1329.7282299995422,51.95093512535095
14,U_Net,120,120,32,0.000597247283136,1.1312146640537367e-05,0.9780278367695888,0.9121489112981406,1.3794218231491065e-07,11,128,0.01,0,4,0.1,1,Mult,DiceLoss(),0.0636688098311424,0.0632792115211486,0.9368077516555786,0.0136094447630412,0.0170763923455015,0.0084097580696372,1.0,1.0,1.0,1348.9789102077484,-1.0
15,U_Net,120,120,64,0.0062375649943721,0.0162728285120354,0.9166685238122904,0.9736258112703065,5.249123940331659e-10,11,128,0.01,0,4,0.1,1,Mult,DiceLoss(),0.2317702919244766,0.2315079718828201,0.7697633504867554,0.0062221726217002,0.2458310434916953,0.2633895517868037,1.0,1.0,1.0,1105.9385628700256,-1.0
16,U_Net,120,120,64,0.0018712549683097,2.683312650831564e-05,0.934890139005544,0.9994958920109344,1.3383104203887424e-11,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0823993682861328,0.0787025615572929,0.9733712673187256,0.0595572836290922,0.0575325670602548,0.0169794358980154,0.0169369930495246,0.0424950298210735,0.0539264413518886,1101.897450685501,88.68379092216492
17,U_Net,120,120,32,5.345331493679627e-05,5.210325401752009e-06,0.9655290713741564,0.961680125211024,7.880862222210622e-11,11,128,0.01,0,4,0.1,1,Mult,DiceLoss(),0.0667595714330673,0.0664838105440139,0.9328891038894652,0.0164828862347612,0.0140613442472447,0.0445354010543383,1.0,1.0,1.0,1566.07115650177,-1.0
18,U_Net,120,120,64,0.0006840063208538,0.0050892012091123,0.9428967569366046,0.9965272346791602,1.9160645648563282e-08,11,128,0.01,0,4,0.1,1,Mult,TverskyLoss(),0.1209044307470321,0.1204765737056732,0.8822136521339417,0.0088999067019266,0.0309307923673758,0.046933416281637,1.0,1.0,1.0,1120.9828536510468,-1.0
19,U_Net,120,120,64,8.76478945117358e-05,1.7312201233812077e-05,0.5059471194864553,0.9984991447226552,6.51815991524992e-10,11,128,0.01,0,4,0.1,1,Mult,DiceLoss(),0.0608014985918998,0.0602709092199802,0.945454239845276,0.0166387297714847,0.0209377614682969,0.0649920676042637,1.0,1.0,1.0,1097.8395340442655,-1.0
20,U_Net,120,120,64,1.787714247109643e-05,1.2428643200275461e-08,0.797798385776855,0.9932995509988894,7.360216429789897e-07,11,128,0.01,0,4,0.1,1,Mult,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.6506292223930359,0.6507965326309204,0.8750152587890625,0.0166167388818625,0.0135889105199786,0.0503044847617275,1.0,1.0,1.0,1106.0875108242035,-1.0
21,U_Net,120,120,64,0.0002200184627659,1.6838084612389977e-07,0.2602271924092852,0.9994335744469972,1.4162830515032957e-08,11,128,0.01,0,4,0.1,1,Mult,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.0514183118939399,0.0488417260348796,0.9814659357070924,0.0382862353483341,0.0450727320111793,0.014937957282843,0.016741150667027,0.0439860834990059,0.0660412524850894,1106.0447356700895,85.6016218662262
22,U_Net,120,120,64,0.0002792529600285,1.9838995877708644e-06,0.8377253965186158,0.9293114269894928,8.320483527725056e-07,11,128,0.01,0,4,0.1,1,Mult,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",7.783742330502719e-05,5.077880632597953e-05,0.9871196746826172,0.0035141753843453,0.0091575002540398,0.0155553061326265,0.016831933527808,0.0529945328031809,0.0653578528827037,1108.7745735645294,79.32980418205261
23,U_Net,120,120,64,0.0002383589967109,1.0102764706135005e-07,0.8325308739983355,0.9095218675272996,9.26362518961404e-07,11,128,0.01,0,4,0.1,1,Mult,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",0.0001321563177043,9.276131459046157e-05,0.9843301773071288,0.0038601084937086,0.0120152755875617,0.015754253038076,0.0174771772863122,0.0466575546719681,0.0654199801192843,1095.7930042743685,96.17580771446228
24,U_Net,120,120,64,2.0659168095042324e-05,1.2140574293836977e-06,0.8676110980156663,0.9381570520384708,4.635061777496671e-07,11,128,0.01,0,4,0.1,1,Mult,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",0.1697891950607299,0.1689696013927459,0.8841828107833862,0.0278910807091368,0.0209865894004161,0.0321845626809911,1.0,1.0,1.0,1105.969017982483,-1.0
25,U_Net,120,120,64,0.0003691233568921,5.207832280097418e-08,0.6884380571515112,0.9904371873532424,1.6298600817551384e-08,11,128,0.01,0,4,0.1,1,Mult,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",7.646993617527187e-05,5.302410136209801e-05,0.9873249530792236,0.0045819247995217,0.010199368042086,0.0181527718073877,0.01807348751798,0.0493911530815109,0.0635561630218687,1093.201699733734,88.78469228744507
26,U_Net,120,120,64,0.0001632710878554,4.026836059381865e-08,0.7053655916259742,0.9876323043852404,1.62683512376357e-08,11,128,0.01,0,4,0.1,1,Mult,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.0482723042368888,0.0454377606511116,0.9821019172668456,0.0262336646172782,0.0380706315589008,0.0164046297943556,0.0187599938102816,0.0486456262425447,0.0616923459244532,1115.140823841095,138.0492172241211
27,U_Net,120,120,64,3.420741960052817e-05,0.0006285750978825,0.6461281283103295,0.9928088626864672,6.562066220565536e-09,11,128,0.01,0,4,0.1,1,Mult,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.3221526145935058,0.3195709586143493,0.910512387752533,0.0152996928194333,0.0137064016476048,0.0217801256322025,1.0,1.0,1.0,1110.6817135810852,-1.0
28,U_Net,120,120,32,1.028673023390379e-05,4.058315300438559e-08,0.8852696671108434,0.9949004475973546,6.5325344196398115e-09,11,128,0.01,0,4,0.1,1,Mult,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",0.1745568811893463,0.1735640168190002,0.9063514471054076,0.0231988969878917,0.0160918676583207,0.0462426298494115,1.0,1.0,1.0,1541.2753098011017,-1.0
29,U_Net,120,120,64,0.0003499809817488,5.513300413223389e-07,0.7011601694730152,0.9858709465473784,3.8116772987729874e-08,11,128,0.01,0,4,0.1,1,Mult,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.0345518440008163,0.0321308486163616,0.9869502186775208,0.0404377218619056,0.0610198886662151,0.0177519679141541,0.0151553044572051,0.0462226640159045,0.0642395626242544,1115.5239777565002,102.28295564651488
30,U_Net,120,120,64,0.000145381587484,4.663212509116084e-08,0.7809325662596501,0.9818612068480204,3.230424295825201e-08,11,128,0.01,0,4,0.1,1,Mult,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",0.00022804850596,0.0001597800292074,0.9810527563095092,0.0111919464005732,0.0331819512123188,0.045697077308976,0.0184989432438147,0.0479000994035785,0.0683399602385685,1106.831273317337,135.04713249206543
31,U_Net,120,120,32,0.0015116183614294,0.000493004759504,0.89892148599401,0.989663749148891,2.9522766669722605e-07,11,128,0.01,0,4,0.1,1,Mult,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",0.0070472443476319,0.0065416852012276,0.9275482892990112,0.003587206761656,0.0149416209272623,0.0214683371659314,1.0,1.0,1.0,1573.9697713851929,-1.0
32,U_Net,120,120,64,0.0004620543141304,1.2077784076192062e-08,0.6004192349045632,0.9952225733599044,4.548619012206634e-09,11,128,0.01,0,4,0.1,1,Mult,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.0417020879685878,0.0393968299031257,0.9838873744010924,0.0378825539663036,0.0483478843204636,0.0442705668352588,0.0171110119402396,0.047837972166998,0.0611332007952286,1114.5921955108645,80.74258661270142
33,U_Net,120,120,64,0.0028391072257687,7.750944869693093e-07,0.7527537268203838,0.9533706346250704,1.734247067052065e-09,11,128,0.01,0,4,0.1,1,Mult,IoULoss(),0.1278842836618423,0.1276547908782959,0.9264819622039796,0.0177938802092511,0.0160665124911498,0.0091825817314361,1.0,1.0,1.0,1107.3479437828064,-1.0
34,U_Net,120,120,64,0.0011672606143735,5.077908221616136e-06,0.2703803017537108,0.9973538276473738,2.420988022155689e-07,11,128,0.01,0,4,0.1,1,Mult,"FocalLoss(
  (bce_loss): CrossEntropyLoss()
)",0.0030477438122034,0.00288494117558,0.942331075668335,0.010996811352066,0.0245560482046348,0.0209458365193313,1.0,1.0,1.0,1111.17294049263,-1.0
35,U_Net,120,120,64,0.0001526211100095,9.889779223448208e-08,0.50111049058318,0.9782137775374392,7.78619830380927e-10,11,128,0.01,0,4,0.1,1,Mult,TverskyLoss(),0.0552305467426776,0.0548171177506446,0.9452629089355468,0.015608366178254,0.0174174079540085,0.0375184448217462,1.0,1.0,1.0,1099.9289438724518,-1.0
36,U_Net,120,120,32,0.000362497427448,3.387403907907279e-07,0.8454653389448723,0.9987152637468504,8.652658398765173e-09,11,128,0.01,0,4,0.1,1,Mult,"DiceBCELoss(
  (bce_loss): CrossEntropyLoss()
)",0.0378071442246437,0.0359615124762058,0.9848772287368774,0.046021791704493,0.0585228676585765,0.0162040277762648,0.0171197047504666,0.0490183896620278,0.0589587475149105,1548.4459342956543,84.69899654388428
37,U_Net,120,120,64,0.0089878403711592,3.088592484502425e-08,0.9125948800300973,0.9906775545471904,3.0377967855345294e-08,11,128,0.01,0,4,0.1,1,Mult,IoULoss(),0.1945937275886535,0.1945012211799621,0.8822458982467651,0.0108995679775595,0.0197946653129229,0.0139809597987556,1.0,1.0,1.0,1109.837159395218,-1.0
38,U_Net,120,120,64,3.540238050764063e-05,0.0001839377812164,0.7153385114012428,0.999879997107069,2.5037404291877687e-11,11,128,0.01,0,4,0.1,1,Mult,TverskyLoss(),0.1660464704036712,0.1653288006782531,0.8877785205841064,0.0177588263410437,0.0237819598311857,0.0458466788698593,1.0,1.0,1.0,1111.7866945266724,-1.0
39,U_Net,120,120,64,0.0032952715761843,1.7716011525428008e-07,0.9587216209865536,0.9958336851553804,2.8909665048548394e-09,11,128,0.01,0,4,0.1,1,Mult,CrossEntropyLoss(),0.0953073352575302,0.0915671363472938,0.967909038066864,0.059508550396118,0.0846105046433436,0.0432607260275159,0.0164639930988941,0.0400099403578528,0.0568464214711729,1112.4590294361117,71.94456744194031
